Plasmid_A,62+,180+,106-,245+,117-,194-,213+,201-,214+,217+,215-,147-,202+,274-,273+,171-,257+,181-,132-,152+,127-,235+,202-,147+,215+,217-,121-,178-,194-,213+,201-,214+,217+,215-,147-,202+,264-
Plasmid_B,69-,106-,232+
